names,actor,character,orig_lang,budget_x
Requiem for a Dream,Jennifer Connelly,Marion Silver,English,4.5
Requiem for a Dream,Marlon Wayans,Tyrone C. Love,English,4.5
Requiem for a Dream,Christopher McDonald,Tappy Tibbons,English,4.5
Requiem for a Dream,Keith David,Big Tim,English,4.5
Requiem for a Dream,Louise Lasser,Ada,English,4.5
Requiem for a Dream,Marcia Jean Kurtz,Rae,English,4.5
Requiem for a Dream,Janet Sarno,Mrs. Pearlman,English,4.5
In the Heat of the Night,Sidney Poitier,Virgil Tibbs,English,2.0
In the Heat of the Night,Rod Steiger,Police Chief Bill Gillespie,English,2.0
In the Heat of the Night,Warren Oates,Deputy Sam Wood,English,2.0
In the Heat of the Night,Peter Whitney,Deputy Courtney,English,2.0
In the Heat of the Night,Lee Grant,Mrs. Leslie Colbert,English,2.0
In the Heat of the Night,Anthony James,Ralph,English,2.0
In the Heat of the Night,William Schallert,Mayor Schubert,English,2.0
In the Heat of the Night,Scott Wilson,Harvey Oberst,English,2.0
In the Heat of the Night,Larry Gates,Eric Endicott,English,2.0
High Noon,Gary Cooper,Marshal Will Kane,English,0.73
High Noon,Grace Kelly,Amy Fowler Kane,English,0.73
High Noon,Thomas Mitchell,Mayor Jonas Henderson,English,0.73
High Noon,Lloyd Bridges,Deputy Marshal Harvey Pell,English,0.73
High Noon,Katy Jurado,Helen Ramírez,English,0.73
High Noon,Otto Kruger,Judge Percy Mettrick,English,0.73
High Noon,Lon Chaney Jr.,Martin Howe,English,0.73
High Noon,Harry Morgan,Sam Fuller,English,0.73
High Noon,Ian MacDonald,Frank Miller,English,0.73
The Legend of 1900,Tim Roth,Danny Boodmann T.D. Lemon Nineteen Hundred '1900',Italian,9.0
The Legend of 1900,Pruitt Taylor Vince,Max Tooney,Italian,9.0
The Legend of 1900,Mélanie Thierry,The Girl,Italian,9.0
The Legend of 1900,Bill Nunn,Danny Boodmann,Italian,9.0
The Legend of 1900,Gabriele Lavia,Farmer,Italian,9.0
The Legend of 1900,Clarence Williams III,Jelly Roll Morton,Italian,9.0
The Legend of 1900,Peter Vaughan,'Pops',Italian,9.0
The Legend of 1900,the Shopkeeper,Niall O'Brien,Italian,9.0
The Legend of 1900,Harbor Master,Alberto Vazquez,Italian,9.0
Finding Neverland,Johnny Depp,Sir James Matthew Barrie,English,25.0
Finding Neverland,Kate Winslet,Sylvia Llewelyn Davies,English,25.0
Finding Neverland,Julie Christie,Mrs. Emma du Maurier,English,25.0
Finding Neverland,Dustin Hoffman,Charles Frohman,English,25.0
Finding Neverland,Freddie Highmore,Peter Llewelyn Davies,English,25.0
Finding Neverland,Radha Mitchell,Mary Ansell Barrie,English,25.0
Finding Neverland,Kate Maberly,Wendy,English,25.0
Finding Neverland,Joe Prospero,Jack Llewelyn Davies,English,25.0
Finding Neverland,Nick Roud,George Llewelyn Davies,English,25.0
Batman: Mask of the Phantasm,Kevin Conroy,Batman / Bruce Wayne (voice),English,6.0
Batman: Mask of the Phantasm,Dana Delany,Andrea Beaumont (voice),English,6.0
Batman: Mask of the Phantasm,Hart Bochner,Arthur Reeves (voice),English,6.0
Batman: Mask of the Phantasm,Stacy Keach,Phantasm / Carl Beaumont (voice),English,6.0
Batman: Mask of the Phantasm,Abe Vigoda,Salvatore Valestra (voice),English,6.0
Batman: Mask of the Phantasm,Dick Miller,Chuckie Sol (voice),English,6.0
Batman: Mask of the Phantasm,John P. Ryan,Buzz Bronski (voice),English,6.0
Batman: Mask of the Phantasm,Efrem Zimbalist Jr.,Alfred Pennyworth (voice),English,6.0
Batman: Mask of the Phantasm,Bob Hastings,Commissioner Jim Gordon (voice),English,6.0
The Remains of the Day,Anthony Hopkins,James Stevens,English,15.0
The Remains of the Day,Emma Thompson,Miss Kenton,English,15.0
The Remains of the Day,James Fox,Lord Darlington,English,15.0
The Remains of the Day,Christopher Reeve,Jack Lewis,English,15.0
The Remains of the Day,Hugh Grant,Reginald Cardinal,English,15.0
The Remains of the Day,Peter Vaughan,William Stevens,English,15.0
The Remains of the Day,Ben Chaplin,Charlie,English,15.0
The Remains of the Day,Head Footman,Paula Jacobs,English,15.0
The Remains of the Day,Mrs. Mortimer,the cook,English,15.0
The Remains of the Day,Patrick Godfrey,Spencer,English,15.0
The World's Fastest Indian,Anthony Hopkins,Burt Munro,English,25.0
The World's Fastest Indian,Walton Goggins,Marty Dickerson,English,25.0
The World's Fastest Indian,Diane Ladd,Ada,English,25.0
The World's Fastest Indian,Bruce Greenwood,Jerry,English,25.0
The World's Fastest Indian,Iain Rea,George,English,25.0
The World's Fastest Indian,Tessa Mitchell,Sarah,English,25.0
The World's Fastest Indian,Aaron Murphy,Tom,English,25.0
The World's Fastest Indian,Tim Shadbolt,Frank,English,25.0
The World's Fastest Indian,Annie Whittle,Fran,English,25.0
La Dolce Vita,Marcello Mastroianni,Marcello Rubini,Italian,0.96
La Dolce Vita,Anita Ekberg,Sylvia,Italian,0.96
La Dolce Vita,Anouk Aimée,Maddalena,Italian,0.96
La Dolce Vita,Yvonne Furneaux,Emma,Italian,0.96
La Dolce Vita,Magali Noël,Fanny,Italian,0.96
La Dolce Vita,Alain Cuny,Steiner,Italian,0.96
La Dolce Vita,Annibale Ninchi,Marcello's father,Italian,0.96
La Dolce Vita,Walter Santesso,Paparazzo,Italian,0.96
La Dolce Vita,Valeria Ciangottini,Paola,Italian,0.96
50/50,Joseph Gordon-Levitt,Adam Lerner,English,8.0
50/50,Seth Rogen,Kyle Hirons,English,8.0
50/50,Anna Kendrick,Katherine McKay,English,8.0
50/50,Bryce Dallas Howard,Rachael,English,8.0
50/50,Philip Baker Hall,Alan,English,8.0
50/50,Serge Houde,Richard Lerner,English,8.0
50/50,Andrew Airlie,Dr. Ross,English,8.0
50/50,Matt Frewer,Mitch,English,8.0
50/50,Peter Kelamis,Phil,English,8.0
The Kid,Bruce Willis,Russell Duritz,English,65.0
The Kid,Spencer Breslin,Rusty Duritz,English,65.0
The Kid,Emily Mortimer,Amy,English,65.0
The Kid,Lily Tomlin,Janet,English,65.0
The Kid,Chi McBride,Kenny,English,65.0
The Kid,Jean Smart,Deirdre Lefever,English,65.0
The Kid,Dana Ivey,Dr. Suzanne Alexander,English,65.0
The Kid,Daniel von Bargen,Sam Duritz,English,65.0
The Kid,Stanley Anderson,Bob Riley,English,65.0
Sing Street,Ferdia Walsh-Peelo,Conor Cosmo Lalor,English,4.0
Sing Street,Lucy Boynton,Raphina,English,4.0
Sing Street,Maria Doyle Kennedy,Penny Lalor,English,4.0
Sing Street,Aidan Gillen,Robert Lalor,English,4.0
Sing Street,Jack Reynor,Brendan Lalor,English,4.0
Sing Street,Kelly Thornton,Ann Lalor,English,4.0
Sing Street,Ben Carolan,Darren,English,4.0
Sing Street,Mark McKenna,Eamon,English,4.0
Sing Street,Percy Chamburuka,Ngig,English,4.0
Charade,Cary Grant,Peter Joshua,English,4.0
Charade,Audrey Hepburn,Regina Lampert,English,4.0
Charade,Walter Matthau,Hamilton Bartholemew,English,4.0
Charade,James Coburn,Tex Panthollow,English,4.0
Charade,George Kennedy,Herman Scobie,English,4.0
Charade,Dominique Minot,Sylvie Gaudel,English,4.0
Charade,Ned Glass,Leopold Gideon,English,4.0
Charade,Jacques Marin,Edouard Grandpierre,English,4.0
Charade,Paul Bonifas,Mr. Felix,English,4.0
In the Name of the Father,Daniel Day-Lewis,Gerry Conlon,English,13.0
In the Name of the Father,Pete Postlethwaite,Giuseppe Conlon,English,13.0
In the Name of the Father,Emma Thompson,Gareth Peirce,English,13.0
In the Name of the Father,John Lynch,Paul Hill,English,13.0
In the Name of the Father,Corin Redgrave,Robert Dixon,English,13.0
In the Name of the Father,Beatie Edney,Carole Richardson,English,13.0
In the Name of the Father,John Benfield,Chief PO Barker,English,13.0
In the Name of the Father,Paterson Joseph,Benbay,English,13.0
In the Name of the Father,Marie Jones,Sarah Conlon,English,13.0
City Lights,Charlie Chaplin,Tramp,English,1.5
City Lights,Virginia Cherrill,A Blind Girl,English,1.5
City Lights,Harry Myers,An Eccentric Millionaire,English,1.5
City Lights,Al Ernest Garcia,The Millionaire's Butler James,English,1.5
City Lights,Hank Mann,A Prizefighter,English,1.5
City Lights,Albert Austin,Street Sweeper / Burglar (uncredited),English,1.5
City Lights,Eddie Baker,Boxing Fight Referee (uncredited),English,1.5
City Lights,Henry Bergman,Mayor / Blind Girl's Downstairs Neighbor (uncredited),English,1.5
City Lights,Buster Brodie,Bald Party Guest (uncredited),English,1.5
Sense and Sensibility,Emma Thompson,Elinor Dashwood,English,16.5
Sense and Sensibility,Kate Winslet,Marianne Dashwood,English,16.5
Sense and Sensibility,Alan Rickman,Colonel Christopher Brandon,English,16.5
Sense and Sensibility,Hugh Grant,Edward Ferrars,English,16.5
Sense and Sensibility,Gemma Jones,Mrs. Dashwood,English,16.5
Sense and Sensibility,Greg Wise,John Willoughby,English,16.5
Sense and Sensibility,Elizabeth Spriggs,Mrs. Jennings,English,16.5
Sense and Sensibility,Imogen Stubbs,Lucy Steele,English,16.5
Sense and Sensibility,Harriet Walter,Fanny Ferrars Dashwood,English,16.5
Wild Strawberries,Victor Sjöström,Professor Isak Borg,Swedish,174.4
Wild Strawberries,Bibi Andersson,Sara,Swedish,174.4
Wild Strawberries,Ingrid Thulin,Marianne Borg,Swedish,174.4
Wild Strawberries,Gunnar Björnstrand,Evald Borg,Swedish,174.4
Wild Strawberries,Jullan Kindahl,Agda,Swedish,174.4
Wild Strawberries,Folke Sundquist,Anders,Swedish,174.4
Wild Strawberries,Björn Bjelfvenstam,Viktor,Swedish,174.4
Wild Strawberries,Naima Wifstrand,Mrs. Borg,Swedish,174.4
Wild Strawberries,Gunnel Broström,Berit Alman,Swedish,174.4
M,Peter Lorre,Hans Beckert,German,100.06
M,Ellen Widmann,Frau Beckmann,German,100.06
M,Inge Landgut,Elsie Beckmann,German,100.06
M,Otto Wernicke,Inspector Karl Lohmann,German,100.06
M,Theodor Loos,Inspector Groeber,German,100.06
M,Gustaf Gründgens,Schränker,German,100.06
M,Friedrich Gnaß,Franz,German,100.06
M,Fritz Odemar,The Cheater,German,100.06
M,Paul Kemp,Pickpocket with Six Watches,German,100.06
Dog Day Afternoon,Al Pacino,Sonny Wortzik,English,1.8
Dog Day Afternoon,John Cazale,Salvatore 'Sal' Naturile,English,1.8
Dog Day Afternoon,Charles Durning,Det. Sgt. Eugene Moretti,English,1.8
Dog Day Afternoon,Chris Sarandon,Leon Shermer,English,1.8
Dog Day Afternoon,James Broderick,Agent Sheldon,English,1.8
Dog Day Afternoon,William Bogert,TV Anchorman,English,1.8
Dog Day Afternoon,Penelope Allen,Sylvia 'Mouth',English,1.8
Dog Day Afternoon,Sully Boyar,Mulvaney,English,1.8
Dog Day Afternoon,Beulah Garrick,Margaret,English,1.8
Annie Hall,Woody Allen,Alvy Singer,English,4.0
Annie Hall,Diane Keaton,Annie Hall,English,4.0
Annie Hall,Tony Roberts,Rob,English,4.0
Annie Hall,Carol Kane,Allison,English,4.0
Annie Hall,Paul Simon,Tony Lacey,English,4.0
Annie Hall,Shelley Duvall,Pam,English,4.0
Annie Hall,Janet Margolin,Robin,English,4.0
Annie Hall,Colleen Dewhurst,Mrs. Hall,English,4.0
Annie Hall,Christopher Walken,Duane Hall,English,4.0
The Gold Rush,Charlie Chaplin,The Lone Prospector,English,0.92
The Gold Rush,Georgia Hale,Georgia,English,0.92
The Gold Rush,Mack Swain,Big Jim McKay,English,0.92
The Gold Rush,Tom Murray,Black Larsen,English,0.92
The Gold Rush,Henry Bergman,Hank Curtis,English,0.92
The Gold Rush,Malcolm Waite,Jack Cameron,English,0.92
The Gold Rush,Harry Arras,Man in Dance Hall (uncredited),English,0.92
The Gold Rush,James Dime,Man in Dance Hall (uncredited),English,0.92
The Gold Rush,Charles Force,Man in Dance Hall (uncredited),English,0.92
What We Do in the Shadows,Taika Waititi,Viago,English,1.6
What We Do in the Shadows,Jemaine Clement,Vladislav,English,1.6
What We Do in the Shadows,Jonny Brugh,Deacon,English,1.6
What We Do in the Shadows,Cori Gonzalez-Macuer,Nick,English,1.6
What We Do in the Shadows,Stu Rutherford,Stu,English,1.6
What We Do in the Shadows,Ben Fransham,Petyr,English,1.6
What We Do in the Shadows,Jackie van Beek,Jackie,English,1.6
What We Do in the Shadows,Elena Stejko,Pauline (The Beast),English,1.6
What We Do in the Shadows,Jason Hoyte,Julian,English,1.6
Dangal,Aamir Khan,Mahavir Singh Phogat,Hindi,9.5
Dangal,Fatima Sana Shaikh,Geeta Phogat,Hindi,9.5
Dangal,Sanya Malhotra,Babita Kumari,Hindi,9.5
Dangal,Sakshi Tanwar,Daya Kaur,Hindi,9.5
Dangal,Aparshakti Khurana,Omkar,Hindi,9.5
Dangal,Zaira Wasim,Young Geeta,Hindi,9.5
Dangal,Suhani Bhatnagar,Young Babita,Hindi,9.5
Dangal,Girish Kulkarni,Coach Pramod Kadam,Hindi,9.5
Dangal,Vivan Bhatena,Harkinder,Hindi,9.5
Short Cuts,Andie MacDowell,Ann Finnigan,English,23.55
Short Cuts,Bruce Davison,Howard Finnigan,English,23.55
Short Cuts,Jack Lemmon,Paul Finnigan,English,23.55
Short Cuts,Zane Cassidy,Casey Finnigan,English,23.55
Short Cuts,Julianne Moore,Marian Wyman,English,23.55
Short Cuts,Matthew Modine,Dr. Ralph Wyman,English,23.55
Short Cuts,Anne Archer,Claire Kane,English,23.55
Short Cuts,Fred Ward,Stuart Kane,English,23.55
Short Cuts,Jennifer Jason Leigh,Lois Kaiser,English,23.55
Guess Who's Coming to Dinner,Katharine Houghton,Joanna Joey Drayton,English,4.0
Guess Who's Coming to Dinner,Sidney Poitier,John Prentice,English,4.0
Guess Who's Coming to Dinner,Katharine Hepburn,Christina Drayton,English,4.0
Guess Who's Coming to Dinner,Spencer Tracy,Matt Drayton,English,4.0
Guess Who's Coming to Dinner,Cecil Kellaway,Monsignor Ryan,English,4.0
Guess Who's Coming to Dinner,Beah Richards,Mrs. Prentice,English,4.0
Guess Who's Coming to Dinner,Roy Glenn,Mr. Prentice,English,4.0
Guess Who's Coming to Dinner,Isabel Sanford,Tillie,English,4.0
Guess Who's Coming to Dinner,Virginia Christine,Hilary St. George,English,4.0
Stagecoach,John Wayne,The Ringo Kid,English,0.53
Stagecoach,Claire Trevor,Dallas,English,0.53
Stagecoach,Andy Devine,Buck,English,0.53
Stagecoach,John Carradine,Hatfield,English,0.53
Stagecoach,Thomas Mitchell,Doc Josiah Boone,English,0.53
Stagecoach,Louise Platt,Lucy Mallory,English,0.53
Stagecoach,George Bancroft,Marshal Curly Wilcox,English,0.53
Stagecoach,Donald Meek,Samuel Peacock,English,0.53
Stagecoach,Berton Churchill,Ellsworth H. Gatewood,English,0.53
The Artist,Jean Dujardin,George Valentin,French,16.0
The Artist,Bérénice Bejo,Peppy Miller,French,16.0
The Artist,John Goodman,Al Zimmer,French,16.0
The Artist,James Cromwell,Clifton,French,16.0
The Artist,Penelope Ann Miller,Doris,French,16.0
The Artist,Missi Pyle,Constance,French,16.0
The Artist,Beth Grant,Peppy's Maid,French,16.0
The Artist,Ed Lauter,Peppy's Butler,French,16.0
The Artist,Joel Murray,Policeman Fire,French,16.0
Serpico,Al Pacino,Officer Frank Serpico,English,3.0
Serpico,John Randolph,Sidney Green,English,3.0
Serpico,Jack Kehoe,Tom Keough,English,3.0
Serpico,Biff McGuire,Captain McClain,English,3.0
Serpico,Barbara Eda-Young,Laurie,English,3.0
Serpico,Cornelia Sharpe,Leslie Lane,English,3.0
Serpico,Tony Roberts,Bob Blair,English,3.0
Serpico,John Medici,Pasquale,English,3.0
Serpico,Allan Rich,D. A. Tauber,English,3.0
JFK,Kevin Costner,Jim Garrison,English,40.0
JFK,Tommy Lee Jones,Clay Shaw / Clay Bertrand,English,40.0
JFK,Gary Oldman,Lee Harvey Oswald,English,40.0
JFK,Kevin Bacon,Willie O'Keefe,English,40.0
JFK,Michael Rooker,Bill Broussard,English,40.0
JFK,Jack Lemmon,Jack Martin,English,40.0
JFK,Laurie Metcalf,Susie Cox,English,40.0
JFK,Sissy Spacek,Liz Garrison,English,40.0
JFK,Joe Pesci,David Ferrie,English,40.0
The Big Sleep,Humphrey Bogart,Philip Marlowe,English,1.6
The Big Sleep,Lauren Bacall,Vivian Sternwood Rutledge,English,1.6
The Big Sleep,John Ridgely,Eddie Mars,English,1.6
The Big Sleep,Martha Vickers,Carmen Sternwood,English,1.6
The Big Sleep,Dorothy Malone,Acme Bookstore Proprietress,English,1.6
The Big Sleep,Peggy Knudsen,Mona Mars,English,1.6
The Big Sleep,Regis Toomey,Chief Inspector Bernie Ohls,English,1.6
The Big Sleep,Charles Waldron,General Sternwood,English,1.6
The Big Sleep,Charles D. Brown,Norris the Butler,English,1.6
Brazil,Jonathan Pryce,Sam Lowry,English,15.0
Brazil,Kim Greist,Jill Layton,English,15.0
Brazil,Robert De Niro,Archibald 'Harry' Tuttle,English,15.0
Brazil,Ian Holm,Mr. M. Kurtzmann,English,15.0
Brazil,Bob Hoskins,Spoor,English,15.0
Brazil,Katherine Helmond,Mrs. Ida Lowry,English,15.0
Brazil,Michael Palin,Jack Lint,English,15.0
Brazil,Ian Richardson,Mr. Warrenn,English,15.0
Brazil,Peter Vaughan,Mr. Helpmann,English,15.0
The Cabinet of Dr. Caligari,Werner Krauß,Dr. Caligari,German,0.02
The Cabinet of Dr. Caligari,Conrad Veidt,Cesare,German,0.02
The Cabinet of Dr. Caligari,Friedrich Fehér,Francis,German,0.02
The Cabinet of Dr. Caligari,Lil Dagover,Jane Olsen,German,0.02
The Cabinet of Dr. Caligari,Hans Heinrich von Twardowski,Alan,German,0.02
The Cabinet of Dr. Caligari,Rudolf Lettinger,Dr. Olsen,German,0.02
The Cabinet of Dr. Caligari,Henri Peters-Arnolds,Young Doctor (uncredited),German,0.02
The Cabinet of Dr. Caligari,Rudolf Klein-Rogge,Criminal (uncredited),German,0.02
The Cabinet of Dr. Caligari,Hans Lanser-Rudolf,Old Man (uncredited),German,0.02
Gandhi,Ben Kingsley,Mahatma Gandhi,English,22.0
Gandhi,Candice Bergen,Margaret Bourke-White,English,22.0
Gandhi,Edward Fox,General Dyer,English,22.0
Gandhi,John Gielgud,Lord Irwin,English,22.0
Gandhi,Trevor Howard,Judge Broomfield,English,22.0
Gandhi,John Mills,Lord Chelmsford,English,22.0
Gandhi,Martin Sheen,Vince Walker,English,22.0
Gandhi,Ian Charleson,Reverend Charlie Andrews,English,22.0
Gandhi,Athol Fugard,General Jan Christiaan Smuts,English,22.0
Dogville,Nicole Kidman,Grace Margaret Mulligan,English,10.0
Dogville,Harriet Andersson,Gloria,English,10.0
Dogville,Lauren Bacall,Ma Ginger,English,10.0
Dogville,Jean-Marc Barr,Man with the big Hat,English,10.0
Dogville,Paul Bettany,Tom Edison,English,10.0
Dogville,Blair Brown,Mrs. Henson,English,10.0
Dogville,James Caan,The Big Man,English,10.0
Dogville,Patricia Clarkson,Vera,English,10.0
Dogville,Jeremy Davies,Bill Henson,English,10.0
Shoplifters,Lily Franky,Osamu Shibata,Japanese,102.46
Shoplifters,Sakura Ando,Nobuyo Shibata,Japanese,102.46
Shoplifters,Mayu Matsuoka,Aki Shibata,Japanese,102.46
Shoplifters,Kairi Jo,Shota Shibata,Japanese,102.46
Shoplifters,Miyu Sasaki,Yuri,Japanese,102.46
Shoplifters,Kirin Kiki,Hatsue Shibata,Japanese,102.46
Shoplifters,Sosuke Ikematsu,4 ban-san,Japanese,102.46
Shoplifters,Naoto Ogata,Yuzuru Shibata,Japanese,102.46
Shoplifters,Yôko Moriguchi,Yoko Shibata,Japanese,102.46
The Grapes of Wrath,Henry Fonda,Tom Joad,English,0.8
The Grapes of Wrath,Jane Darwell,Ma Joad,English,0.8
The Grapes of Wrath,John Carradine,Casy,English,0.8
The Grapes of Wrath,Charley Grapewin,Grandpa Joad,English,0.8
The Grapes of Wrath,Dorris Bowdon,Rosasharn,English,0.8
The Grapes of Wrath,Russell Simpson,Pa Joad,English,0.8
The Grapes of Wrath,O. Z. Whitehead,Al Joad,English,0.8
The Grapes of Wrath,John Qualen,Muley Graves,English,0.8
The Grapes of Wrath,Eddie Quillan,Connie Rivers,English,0.8
The Trial of the Chicago 7,Eddie Redmayne,Tom Hayden,English,35.0
The Trial of the Chicago 7,Sacha Baron Cohen,Abbie Hoffman,English,35.0
The Trial of the Chicago 7,Joseph Gordon-Levitt,Richard Schultz,English,35.0
The Trial of the Chicago 7,Michael Keaton,Ramsey Clark,English,35.0
The Trial of the Chicago 7,Frank Langella,Judge Julius Hoffman,English,35.0
The Trial of the Chicago 7,John Carroll Lynch,David Dellinger,English,35.0
The Trial of the Chicago 7,Mark Rylance,William Kunstler,English,35.0
The Trial of the Chicago 7,Alex Sharp,Rennie Davis,English,35.0
The Trial of the Chicago 7,Yahya Abdul-Mateen II,Bobby Seale,English,35.0
Adaptation.,Nicolas Cage,Charlie Kaufman / Donald Kaufman,English,19.0
Adaptation.,Meryl Streep,Susan Orlean,English,19.0
Adaptation.,Chris Cooper,John Laroche,English,19.0
Adaptation.,Tilda Swinton,Valerie Thomas,English,19.0
Adaptation.,Jay Tavare,Matthew Osceola,English,19.0
Adaptation.,Litefoot,Russell,English,19.0
Adaptation.,Roger Willie,Randy,English,19.0
Adaptation.,Jim Beaver,Ranger Tony,English,19.0
Adaptation.,Cara Seymour,Amelia Kavan,English,19.0
True Grit,Jeff Bridges,Reuben J. Rooster Cogburn,English,35.0
True Grit,Hailee Steinfeld,Mattie Ross,English,35.0
True Grit,Matt Damon,LaBoeuf,English,35.0
True Grit,Josh Brolin,Tom Chaney,English,35.0
True Grit,Barry Pepper,Lucky Ned Pepper,English,35.0
True Grit,Domhnall Gleeson,Moon (The Kid),English,35.0
True Grit,Bruce Green,Harold Parmalee,English,35.0
True Grit,Roy Lee Jones,Yarnell Poindexter,English,35.0
True Grit,Paul Rae,Emmett Quincy,English,35.0
The Wages of Fear,Yves Montand,Mario Livi,French,185.26
The Wages of Fear,Charles Vanel,Mr. Jo,French,185.26
The Wages of Fear,Peter van Eyck,Bimba,French,185.26
The Wages of Fear,Folco Lulli,Luigi,French,185.26
The Wages of Fear,Véra Clouzot,Linda,French,185.26
The Wages of Fear,Antonio Centa,Camp Chief,French,185.26
The Wages of Fear,Luis De Lima,Bernardo,French,185.26
The Wages of Fear,Jo Dest,Hans Smerloff,French,185.26
The Wages of Fear,Darío Moreno,Pepito Hernandez,French,185.26
The Man Who Shot Liberty Valance,John Wayne,Tom Doniphon,English,3.2
The Man Who Shot Liberty Valance,James Stewart,Ransom Stoddard,English,3.2
The Man Who Shot Liberty Valance,Vera Miles,Hallie Stoddard,English,3.2
The Man Who Shot Liberty Valance,Lee Marvin,Liberty Valance,English,3.2
The Man Who Shot Liberty Valance,Edmond O'Brien,Dutton Peabody,English,3.2
The Man Who Shot Liberty Valance,Andy Devine,Marshal Link Appleyard,English,3.2
The Man Who Shot Liberty Valance,Ken Murray,Doc Willoughby,English,3.2
The Man Who Shot Liberty Valance,John Carradine,Maj. Cassius Starbuckle,English,3.2
The Man Who Shot Liberty Valance,Jeanette Nolan,Nora Ericson,English,3.2
Mississippi Burning,Gene Hackman,Anderson,English,15.0
Mississippi Burning,Willem Dafoe,Ward,English,15.0
Mississippi Burning,Frances McDormand,Mrs. Pell,English,15.0
Mississippi Burning,Brad Dourif,Deputy Pell,English,15.0
Mississippi Burning,R. Lee Ermey,Mayor Tilman,English,15.0
Mississippi Burning,Gailard Sartain,Sheriff Stuckey,English,15.0
Mississippi Burning,Stephen Tobolowsky,Townley,English,15.0
Mississippi Burning,Michael Rooker,Frank Bailey,English,15.0
Mississippi Burning,Pruitt Taylor Vince,Lester Cowens,English,15.0
Witness for the Prosecution,Charles Laughton,Sir Wilfrid Robarts,English,3.0
Witness for the Prosecution,Tyrone Power,Leonard Vole,English,3.0
Witness for the Prosecution,Marlene Dietrich,Christine Vole,English,3.0
Witness for the Prosecution,Elsa Lanchester,Miss Plimsoll,English,3.0
Witness for the Prosecution,John Williams,Brogan-Moore,English,3.0
Witness for the Prosecution,Ian Wolfe,Carter,English,3.0
Witness for the Prosecution,Torin Thatcher,Mr. Myers,English,3.0
Witness for the Prosecution,Norma Varden,Emily Jane French,English,3.0
Witness for the Prosecution,Henry Daniell,Mayhew,English,3.0
Judgment at Nuremberg,Spencer Tracy,Dan Haywood,English,3.0
Judgment at Nuremberg,Burt Lancaster,Ernst Janning,English,3.0
Judgment at Nuremberg,Richard Widmark,Tad Lawson,English,3.0
Judgment at Nuremberg,Marlene Dietrich,Mrs. Bertholt,English,3.0
Judgment at Nuremberg,Maximilian Schell,Hans Rolfe,English,3.0
Judgment at Nuremberg,Judy Garland,Irene Hoffman Wallner,English,3.0
Judgment at Nuremberg,Montgomery Clift,Rudolph Petersen,English,3.0
Judgment at Nuremberg,William Shatner,Harrison Byers,English,3.0
Judgment at Nuremberg,Werner Klemperer,Emil Hahn,English,3.0
25th Hour,Edward Norton,Monty Brogan,English,4.5
25th Hour,Philip Seymour Hoffman,Jacob Elinsky,English,4.5
25th Hour,Barry Pepper,Frank Slaughtery,English,4.5
25th Hour,Rosario Dawson,Naturelle Riviera,English,4.5
25th Hour,Anna Paquin,Mary D'Annuzio,English,4.5
25th Hour,Brian Cox,James Brogan,English,4.5
25th Hour,Tony Siragusa,Kostya Novotny,English,4.5
25th Hour,Levan Uchaneishvili,Uncle Nikolai,English,4.5
25th Hour,Tony Devon,Agent Allen,English,4.5
Letters from Iwo Jima,Ken Watanabe,General Tadamichi Kuribayashi,English,13.0
Letters from Iwo Jima,Kazunari Ninomiya,Private Saigo,English,13.0
Letters from Iwo Jima,Tsuyoshi Ihara,Colonel Baron Nishi,English,13.0
Letters from Iwo Jima,Ryo Kase,Private Shimizu,English,13.0
Letters from Iwo Jima,Shidô Nakamura,Lieutenant Ito,English,13.0
Letters from Iwo Jima,Hiroshi Watanabe,Lieutenant Fujita,English,13.0
Letters from Iwo Jima,Takumi Bando,Captain Tanida,English,13.0
Letters from Iwo Jima,Yuki Matsuzaki,Private Nozaki,English,13.0
Letters from Iwo Jima,Takashi Yamaguchi,Kashiwara,English,13.0
Pink Floyd: The Wall,Bob Geldof,Pink,English,12.0
Pink Floyd: The Wall,Christine Hargreaves,Pink's Mother,English,12.0
Pink Floyd: The Wall,James Laurenson,Pink's Father,English,12.0
Pink Floyd: The Wall,Eleanor David,Pink's Wife,English,12.0
Pink Floyd: The Wall,Kevin McKeon,Young Pink,English,12.0
Pink Floyd: The Wall,Bob Hoskins,Rock and Roll Manager,English,12.0
Pink Floyd: The Wall,David Bingham,Little Pink,English,12.0
Pink Floyd: The Wall,Jenny Wright,American Groupie,English,12.0
Pink Floyd: The Wall,Alex McAvoy,Teacher,English,12.0
Midnight Cowboy,Jon Voight,Joe Buck,English,3.6
Midnight Cowboy,Dustin Hoffman,Enrico Ratso Rizzo,English,3.6
Midnight Cowboy,Sylvia Miles,Cass,English,3.6
Midnight Cowboy,John McGiver,Mr. O'Daniel,English,3.6
Midnight Cowboy,Brenda Vaccaro,Shirley,English,3.6
Midnight Cowboy,Barnard Hughes,Towny,English,3.6
Midnight Cowboy,Ruth White,Sally Buck,English,3.6
Midnight Cowboy,Jennifer Salt,Annie,English,3.6
Midnight Cowboy,Gilman Rankin,Woodsy Niles,English,3.6
21 Grams,Sean Penn,Paul Rivers,English,20.0
21 Grams,Benicio del Toro,Jack Jordan,English,20.0
21 Grams,Naomi Watts,Cristina Peck,English,20.0
21 Grams,Charlotte Gainsbourg,Mary Rivers,English,20.0
21 Grams,Melissa Leo,Marianne Jordan,English,20.0
21 Grams,Eddie Marsan,Reverend John,English,20.0
21 Grams,Clea DuVall,Claudia,English,20.0
